,Ticker,Spent,Profit,Percent,K
43, GILD, 474.990,   0.000,   0.000, 1.5
44,  HAS,  77.620,  16.690,  21.502, 1.5
45, HSIC,   0.000,   0.000,   0.000, 1.5
46, HOLX,   0.000,   0.000,   0.000, 1.5
47, IDXX,   0.000,   0.000,   0.000, 1.5
48, ILMN,   0.000,   0.000,   0.000, 1.5
49, INCY,   0.000,   0.000,   0.000, 1.5
50, INTC,   0.000,   0.000,   0.000, 1.5
51, INTU,   0.000,   0.000,   0.000, 1.5
52, ISRG,   0.000,   0.000,   0.000, 1.5
53, JBHT,   0.000,   0.000,   0.000, 1.5
54,   JD,   0.000,   0.000,   0.000, 1.5
55, KLAC,   0.000,   0.000,   0.000, 1.5
56, LRCX,   0.000,   0.000,   0.000, 1.5
57,LBTYA,  60.240,   0.000,   0.000, 1.5
58,LBTYK,  29.000,   0.000,   0.000, 1.5
59, LILA,   0.000,   0.000,   0.000, 1.5
60,LILAK,   0.000,   0.000,   0.000, 1.5
61,LVNTA,  75.070,   6.050,   8.059, 1.5
62, QVCA,   0.000,   0.000,   0.000, 1.5
63,  MAR,   0.000,   0.000,   0.000, 1.5
64,  MAT, 101.130,   0.000,   0.000, 1.5
65, MXIM,   0.000,   0.000,   0.000, 1.5
66, MCHP,   0.000,   0.000,   0.000, 1.5
67,   MU,   0.000,   0.000,   0.000, 1.5
68, MSFT,   0.000,   0.000,   0.000, 1.5
69, MDLZ,   0.000,   0.000,   0.000, 1.5
70, MNST,  84.760,   0.000,   0.000, 1.5
71,  MYL,   0.000,   0.000,   0.000, 1.5
72, NTES,   0.000,   0.000,   0.000, 1.5
73, NFLX,   0.000,   0.000,   0.000, 1.5
74, NCLH,   0.000,   0.000,   0.000, 1.5
75, NVDA,   0.000,   0.000,   0.000, 1.5
76, ORLY,1539.820,   0.000,   0.000, 1.5
77, PCAR,   0.000,   0.000,   0.000, 1.5
78, PAYX,   0.000,   0.000,   0.000, 1.5
79, PYPL,   0.000,   0.000,   0.000, 1.5
80, QCOM,  53.390,   0.000,   0.000, 1.5
81, REGN, 347.960,  86.350,  24.816, 1.5
82, ROST,  61.500,   0.000,   0.000, 1.5
83,  STX,   0.000,   0.000,   0.000, 1.5
84, SHPG, 331.450,   0.000,   0.000, 1.5
85, SIRI,   0.000,   0.000,   0.000, 1.5
86, SWKS,   0.000,   0.000,   0.000, 1.5
87, SBUX,   0.000,   0.000,   0.000, 1.5
88, SYMC,   0.000,   0.000,   0.000, 1.5
89, TMUS,   0.000,   0.000,   0.000, 1.5
90, TSLA,   0.000,   0.000,   0.000, 1.5
91,  TXN,   0.000,   0.000,   0.000, 1.5
92,  KHC,   0.000,   0.000,   0.000, 1.5
93, PCLN,   0.000,   0.000,   0.000, 1.5
94, TSCO, 123.710,   0.000,   0.000, 1.5
95,  FOX,   0.000,   0.000,   0.000, 1.5
96, FOXA,   0.000,   0.000,   0.000, 1.5
97, ULTA,   0.000,   0.000,   0.000, 1.5
98, VRSK, 314.740,   0.000,   0.000, 1.5
99, VRTX,  74.310,  33.700,  45.351, 1.5
100, VIAB, 105.200,  20.350,  19.344, 1.5
101,  VOD,  74.080,   0.000,   0.000, 1.5
102,  WBA,   0.000,   0.000,   0.000, 1.5
103,  WDC,   0.000,   0.000,   0.000, 1.5
104, WYNN,  87.080,  16.000,  18.374, 1.5
105, XLNX,   0.000,   0.000,   0.000, 1.5
106, YHOO,   0.000,   0.000,   0.000, 1.5
