,Ticker,Spent,Profit,Percent,K
71,  MYL,  74.780,  15.780,  21.102, 1.0
72, NTES,   0.000,   0.000,   0.000, 1.0
73, NFLX,   0.000,   0.000,   0.000, 1.0
74, NCLH,   0.000,   0.000,   0.000, 1.0
75, NVDA,   0.000,   0.000,   0.000, 1.0
76, ORLY,1042.840,   0.000,   0.000, 1.0
77, PCAR,   0.000,   0.000,   0.000, 1.0
78, PAYX,  56.940,   0.000,   0.000, 1.0
79, PYPL,   0.000,   0.000,   0.000, 1.0
80, QCOM, 165.720,   0.000,   0.000, 1.0
81, REGN,1804.640, 230.510,  12.773, 1.0
82, ROST,  62.350,   0.000,   0.000, 1.0
83,  STX,   0.000,   0.000,   0.000, 1.0
84, SHPG, 847.790,   0.000,   0.000, 1.0
85, SIRI,   0.000,   0.000,   0.000, 1.0
86, SWKS,   0.000,   0.000,   0.000, 1.0
87, SBUX,  53.900,   3.640,   6.753, 1.0
88, SYMC,   0.000,   0.000,   0.000, 1.0
89, TMUS,   0.000,   0.000,   0.000, 1.0
90, TSLA,   0.000,   0.000,   0.000, 1.0
91,  TXN,   0.000,   0.000,   0.000, 1.0
92,  KHC,   0.000,   0.000,   0.000, 1.0
93, PCLN,   0.000,   0.000,   0.000, 1.0
94, TSCO, 132.780,   0.000,   0.000, 1.0
95,  FOX,   0.000,   0.000,   0.000, 1.0
96, FOXA,   0.000,   0.000,   0.000, 1.0
97, ULTA,   0.000,   0.000,   0.000, 1.0
98, VRSK, 316.270,   0.000,   0.000, 1.0
99, VRTX,  74.310,  33.700,  45.351, 1.0
100, VIAB, 108.020,   8.740,   8.091, 1.0
101,  VOD,  50.060,   0.000,   0.000, 1.0
102,  WBA,   0.000,   0.000,   0.000, 1.0
103,  WDC,   0.000,   0.000,   0.000, 1.0
104, WYNN,  88.340,  14.740,  16.686, 1.0
105, XLNX,   0.000,   0.000,   0.000, 1.0
106, YHOO,   0.000,   0.000,   0.000, 1.0
